Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
72407.2397,EKP,S,S,,R,,S,R,,R,S,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66545,EKP,,,,,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66405,EKP,,R,S,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2249,EKP,,,,R,,,R,,R,R,,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
1284824.3,EKP,R,S,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2807,EKP,S,S,,S,,S,R,,S,S,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.245,EKP,R,S,,,,,R,R,R,R,,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,R,,
573.29929,EKP,,,S,,R,,R,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.4119,EKP,,,,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2376,EKP,S,S,R,R,S,S,,,,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2714,EKP,,R,R,,,S,R,,R,,,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46407,EKP,,,,,,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
1284792.4,EKP,S,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.7024,EKP,S,R,R,R,S,R,R,S,R,R,R,R,S,R,,R,R,R,R,,,,R,S,R,,,,,R,,,,,,
573.65951,EKP,,,,,,,,,,,R,,R,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65928,EKP,S,,,R,,,,,,S,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.1436,EKP,,,R,R,S,R,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,
573.29946,EKP,R,,,,R,,R,,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
1328394.3,EKP,S,S,S,,S,S,R,S,,S,,,,S,,R,,S,R,,,,,,R,,,,,S,,,,,,
1284807.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
72407.2218,EKP,S,S,,R,S,S,R,,R,S,S,S,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29915,EKP,R,,,,R,,R,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.46386,EKP,,,,,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.46861,EKP,,R,,R,,,,R,,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.4078,EKP,S,,S,,,,,,,S,R,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
573.24352,EKP,,,S,,,,,,R,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4122,EKP,S,,R,,,,,,,R,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2626,EKP,S,,,,S,,R,,,R,R,R,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2558,EKP,S,S,,R,S,,R,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2863,EKP,,,S,S,S,,R,,,S,S,,S,R,R,,,R,S,,,R,R,S,S,R,,,,,,,,,,
573.29956,EKP,S,S,,,S,,R,R,,R,,,S,,,,,,S,,R,,,,,,,,,,,,,,,
573.4097,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.66271,EKP,,,R,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7217,EKP,,S,S,R,S,,R,R,R,R,R,S,S,,,,,R,R,,,,R,,,,,,,,,,,,,
72407.2428,EKP,S,,R,R,,S,,,R,,S,,S,R,S,,,R,S,,,R,R,S,S,R,,,,,,,,,,
573.66389,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4046,EKP,,,S,,,,,,,,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.66314,EKP,,R,R,,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2384,EKP,,S,,,,R,,,,R,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66447,EKP,,R,,,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2642,EKP,S,,,,,,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66347,EKP,,,R,R,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66434,EKP,,S,R,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46846,EKP,,R,,R,R,,R,R,R,,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
573.66542,EKP,,,R,,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2291,EKP,,,,R,S,R,R,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2782,EKP,,S,,R,,R,R,,,R,,R,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.7041,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.29977,EKP,R,R,S,,,,R,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2791,EKP,,,S,,,,,,R,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66372,EKP,,S,,R,R,,,,S,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66504,EKP,,R,S,R,,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.17908,EKP,S,R,R,,S,R,,R,,,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
1284822.3,EKP,S,R,R,S,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2566,EKP,S,,R,,,,R,,,,,,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
574.26,EKP,S,R,,R,S,,R,R,R,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.66426,EKP,,S,,S,,,,R,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.7022,EKP,S,S,R,R,S,R,R,R,R,R,R,R,S,R,,R,R,R,S,,,,R,S,R,,,,,R,,,,,,
573.66325,EKP,,,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66011,EKP,,,R,S,,,,,,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2478,EKP,S,,S,S,S,,,,S,,,,S,S,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
573.24276,EKP,R,S,R,,,R,,R,,,R,,S,R,,R,R,R,S,,,,R,R,R,,,,,R,,,,,,
573.66455,EKP,,,S,,,,,S,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.29972,EKP,R,,S,,R,,R,R,,,,,S,,,,,,S,,R,,,,,,,,,,,,,,,
72407.2518,EKP,S,,,,S,,,,,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66462,EKP,,S,S,S,,,,S,,S,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.65925,EKP,S,,,R,S,,,,R,S,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2186,EKP,,,,R,S,,R,,,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65914,EKP,,S,S,,S,S,,,,,,,S,R,S,,,S,S,,,R,R,S,S,R,,,,,,,,,,
1284791.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.18086,EKP,,S,R,R,S,,,S,,,,R,S,R,,R,,R,R,,S,,R,S,R,,,R,,R,,,,,,
573.46851,EKP,,R,,,,,R,,,R,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.2313,EKP,S,,S,S,,,R,,,,S,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.24372,EKP,,R,R,R,,,,R,R,R,,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.4074,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
1284829.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66322,EKP,,,S,R,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7222,EKP,,S,S,R,S,,R,R,R,R,R,S,S,,,,,R,R,,,,R,,,,,,,,,,,,,
573.66312,EKP,,,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66316,EKP,,R,S,R,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.205,EKP,,,R,R,,,,,,,,R,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.30001,EKP,R,R,R,,R,,R,R,,,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.12796,EKP,,R,R,R,S,R,,,,,,,R,R,,R,,R,R,,R,,R,R,,,,,,R,,,,,,
573.65955,EKP,,,R,S,S,,,,R,,S,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2254,EKP,S,,S,,,,R,,,,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2592,EKP,S,S,S,S,S,,R,,S,,R,,S,S,S,,,S,R,,,S,S,S,R,R,,,,,,,,,,
573.66496,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.211,EKP,R,,,R,S,,R,,,,,R,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66352,EKP,,S,,R,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2522,EKP,,,,R,S,,R,,,S,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2655,EKP,S,R,,R,,R,R,,,,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.233,EKP,S,,S,,S,R,,,,R,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24382,EKP,,,,,S,R,,,R,R,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4163,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.5636,EKP,,R,R,,R,,R,,,R,R,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.5646,EKP,R,R,,,R,,,,R,,R,,R,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
573.9723,EKP,,S,,,,,,,R,R,,R,,R,,R,R,R,,,,,R,R,,,,,,R,,,,,,
573.24376,EKP,,S,S,R,S,S,,,,,R,S,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.4205,EKP,S,,R,,,,,,,S,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2746,EKP,,,S,,S,,,,R,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1328390.3,EKP,S,S,S,,S,S,R,S,,S,,,,S,,R,,S,R,,,,,,S,,,,,S,,,,,,
72407.2569,EKP,S,S,,,,,,,R,R,,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24427,EKP,,,S,,,,,,,R,,S,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.222,EKP,R,S,R,R,,,R,,R,S,,R,R,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,R,,
72407.2228,EKP,,S,R,R,,,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66092,EKP,S,R,,S,S,,R,,R,R,,R,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2875,EKP,,,,S,S,R,R,,R,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2867,EKP,,S,,S,S,,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2802,EKP,,S,S,,S,,R,,,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2745,EKP,S,S,,S,S,,R,,S,R,,,S,R,R,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.66007,EKP,S,,,R,S,,R,,R,S,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
1329843.3,EKP,,S,R,R,S,,,,,R,R,R,S,,,,,R,R,,,,R,,,,,,,,,,,,,
573.46837,EKP,,S,,,,,,R,,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.217,EKP,S,S,,R,S,R,R,R,S,,S,R,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,R,,
1328423.3,EKP,,R,R,,S,,R,,,R,R,R,R,,,,,R,R,,,,R,,R,,,,,R,,,,,,
72407.2639,EKP,,S,S,,,,R,,,,,R,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2849,EKP,,S,,R,S,,,,,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2508,EKP,,,R,,S,,,,R,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65942,EKP,S,,,R,,R,,,R,R,,,S,R,R,,,R,S,,,R,R,R,R,R,,,,,,,,,,
1328393.3,EKP,S,S,S,,S,S,R,S,,S,,,,S,,R,,S,R,,,,,,S,,,,,S,,,,,,
72407.2532,EKP,S,,,,,,,,,S,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4069,EKP,S,,S,,,,,,,R,R,,,S,S,,S,S,R,,,,,,,,,,,,,,,,,
573.15108,EKP,R,R,R,R,,,R,R,,R,,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.29869,EKP,,,S,,R,,,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.46385,EKP,R,,,,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.7086,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
1284810.3,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.2732,EKP,,,S,,,S,R,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46328,EKP,S,R,,,S,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66473,EKP,,,,,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.269,EKP,R,,,R,S,,S,R,,,R,,R,R,,,,R,S,,,,,S,,,,,,,,,,R,,
72407.228,EKP,S,S,R,,,S,R,R,R,R,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2571,EKP,,S,R,,,S,R,,,,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29908,EKP,R,,S,,R,,R,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
574.118,EKP,S,,S,S,,,R,,,,,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
72407.158,EKP,R,R,R,R,S,R,R,R,R,R,R,R,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66068,EKP,,,,S,S,S,,,,,S,S,S,S,R,,,S,R,,,R,S,R,R,R,,,,,,,,,,
573.4047,EKP,S,,R,,,,,,,R,R,,,,R,,R,R,,,,,,,,,,,,,,,,,,
573.29933,EKP,,R,S,,R,,R,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2581,EKP,S,,S,,S,,,,S,R,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29971,EKP,R,,R,,,,,R,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2681,EKP,,,,,S,,,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
